loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,end_date,loan_status
1662,2211,Education,4423679.41,11.72,06-06-23,06-06-41,Default
1663,2991,Education,4260671.04,8.05,17-09-17,17-09-21,Default
1664,1856,Education,3594884.98,10.11,20-09-21,20-09-39,Default
1665,2252,Education,2671386.16,6.42,02-07-21,02-07-27,Closed
1666,3711,Car,1756084.35,5.59,05-03-14,05-03-19,Default
1667,1946,Home,1483468.91,10.12,08-09-12,08-09-31,Default
1668,1034,Home,1894895.93,5.83,11-02-18,11-02-35,Active
1669,97,Home,4700680.43,10.78,01-10-18,01-10-38,Default
1670,493,Education,4678684.12,10.15,13-07-21,13-07-34,Default
1671,454,Home,3984100.44,7.71,18-01-24,18-01-25,Default
1672,365,Education,912049.31,9.13,10-03-24,10-03-38,Closed
1673,2391,Personal,4194463.33,12.72,27-03-14,27-03-32,Default
1674,323,Car,986578.21,9.04,29-01-23,29-01-26,Active
1675,4674,Personal,3779309.05,12.58,02-09-22,02-09-28,Active
1676,35,Personal,4895157.02,11.86,19-06-23,19-06-38,Default
1677,2878,Home,942851.24,9.37,19-01-24,19-01-37,Active
1678,4987,Car,2177222.52,12.62,19-01-22,19-01-38,Active
1679,4689,Car,196109.28,11.84,25-06-19,25-06-39,Closed
1680,823,Car,2846650.52,7.56,18-10-22,18-10-41,Active
1681,4234,Car,2563650.91,13.33,06-08-16,06-08-33,Closed
1682,312,Personal,2715994.63,5.77,16-01-21,16-01-25,Default
1683,995,Education,4683721.88,7.44,03-01-21,03-01-27,Closed
1684,149,Home,3305079.18,11.37,08-05-14,08-05-27,Active
1685,748,Home,3626106.72,8.35,05-11-14,05-11-27,Active
1686,1446,Home,919956.55,8.46,11-05-12,11-05-13,Active
1687,4461,Car,4009926.03,13.69,29-09-14,29-09-27,Active
1688,3568,Personal,804813.22,11.42,12-10-23,12-10-39,Closed
1689,2067,Personal,4053972.15,6.61,12-09-18,12-09-32,Active
1690,4261,Personal,62431.28,12.87,09-09-18,09-09-29,Closed
1691,407,Home,1992668.92,10.55,02-05-17,02-05-21,Default
1692,4760,Home,389342.47,13.93,02-05-19,02-05-35,Default
1693,3763,Car,4167692.08,11.62,06-11-23,06-11-42,Active
1694,1671,Education,3121133.41,13.34,21-10-24,21-10-40,Active
1695,3967,Education,1927922.18,5.82,05-01-14,05-01-23,Closed
1696,3384,Personal,4996076.5,8.11,07-11-11,07-11-12,Active
1697,4092,Personal,1489634.44,6.66,05-09-24,05-09-35,Default
1698,4442,Home,3896226.13,10.06,11-12-10,11-12-19,Closed
1699,2991,Personal,4071396.6,6.8,18-06-18,18-06-32,Active
1700,3539,Personal,2811336.33,11.75,18-10-07,18-10-13,Default
1701,3547,Education,2590780.52,11.37,30-09-20,30-09-25,Active
1702,1070,Personal,4679066.64,13.97,07-05-24,07-05-44,Active
1703,3886,Home,1971217.14,5.13,21-10-22,21-10-31,Active
1704,2683,Education,3897088.35,11.04,12-10-24,12-10-26,Active
1705,1210,Home,2287832.97,8.08,05-07-17,05-07-24,Active
1706,2203,Education,162017.66,12.71,07-11-19,07-11-31,Closed
1707,28,Car,1215553.24,11.62,06-12-15,06-12-28,Default
1708,2687,Education,1349114.08,9.42,22-08-19,22-08-38,Closed
1709,4762,Home,1082899.68,9.87,03-01-19,03-01-30,Default
1710,4231,Home,773947.16,8.75,15-09-24,15-09-28,Closed
1711,4883,Personal,1257096.09,13.19,21-07-24,21-07-41,Default
1712,2339,Education,611759.7,5.63,17-11-24,17-11-36,Closed
1713,122,Education,3773634.67,8.36,12-05-15,12-05-30,Closed
1714,134,Personal,693001.54,13.28,26-01-24,26-01-31,Closed
1715,4650,Car,2500625.28,11.06,10-02-22,10-02-35,Active
1716,777,Education,3274416.57,9.48,09-08-18,09-08-19,Closed
1717,2856,Education,1515807.68,10.43,30-06-17,30-06-37,Closed
1718,3478,Personal,3154350.17,9.65,22-11-24,22-11-40,Closed
1719,1910,Car,3966115.41,7.26,09-11-12,09-11-23,Closed
1720,3578,Car,406828.74,8.73,14-01-24,14-01-26,Default
1721,1758,Home,144575.87,13.39,02-02-17,02-02-35,Default
1722,3971,Home,2124723.61,13.13,13-04-13,13-04-32,Default
1723,3081,Personal,1418007.25,6.78,28-01-24,28-01-27,Closed
1724,4795,Education,4512208.31,10.93,22-03-24,22-03-35,Active
1725,1472,Home,493442.88,6.83,26-09-18,26-09-22,Closed
1726,577,Car,2248189.03,7.42,17-09-22,17-09-42,Active
1727,1495,Car,3805307.98,11.35,20-04-24,20-04-41,Active
1728,4414,Education,1089395.32,5.07,22-06-19,22-06-26,Closed
1729,3305,Home,3425452.85,9.72,10-05-23,10-05-42,Default
1730,3585,Car,533799.28,6.46,26-10-20,26-10-22,Closed
1731,3960,Education,3443633.42,6.46,19-11-11,19-11-31,Default
1732,3231,Home,1452879.81,6.35,13-11-20,13-11-33,Closed
1733,1798,Car,247608.06,7.33,20-10-22,20-10-34,Default
1734,2326,Home,147409.19,13.19,15-04-23,15-04-35,Active
1735,1124,Home,4996636.36,8.43,28-08-24,28-08-27,Active
1736,4786,Education,1871529.93,5.97,08-07-17,08-07-23,Closed
1737,1156,Home,2925866.96,5.59,31-01-18,31-01-36,Default
1738,2407,Home,3328853.9,13.61,30-07-22,30-07-33,Closed
1739,4303,Personal,1557682.65,8.87,20-05-19,20-05-38,Active
1740,1106,Car,921946.24,13.6,11-03-09,11-03-11,Default
1741,1749,Home,1549751.75,7.47,23-09-14,23-09-21,Active
1742,69,Home,531807.11,5.68,13-08-22,13-08-33,Active
1743,4885,Education,3044369.76,12.65,18-06-22,18-06-42,Active
1744,1813,Car,1380497.05,13.61,11-01-11,11-01-29,Default
1745,4167,Car,1179215.64,8.87,11-03-24,11-03-36,Active
1746,2187,Personal,4099545.14,10.99,09-02-08,09-02-20,Default
1747,2852,Education,2529644.59,7.18,05-04-16,05-04-32,Active
1748,2400,Home,2546717.97,13.57,27-11-24,27-11-33,Default
1749,1753,Car,3994955.08,10.97,19-08-20,19-08-32,Default
1750,4570,Home,2019567.52,9.77,28-02-15,28-02-23,Active
1751,3335,Education,2776510.14,10.39,21-01-20,21-01-27,Active
1752,1627,Education,637594.45,12.76,06-01-22,06-01-26,Closed
1753,4055,Education,899603.66,9.3,25-10-15,25-10-19,Closed
1754,4122,Personal,2171247.32,7.82,05-06-21,05-06-31,Active
1755,4001,Home,2885486.28,7.11,21-07-24,21-07-37,Closed
1756,4953,Education,920235.96,12.61,08-11-22,08-11-24,Active
1757,2267,Education,4620979.21,5.03,10-03-24,10-03-29,Closed
1758,908,Car,1225580.08,12.95,30-07-14,30-07-16,Default
1759,2710,Personal,4255973.5,10.52,08-02-23,08-02-25,Closed
1760,3855,Education,2749106.21,9.41,04-08-19,04-08-35,Closed
1761,3195,Home,1369125.2,8.46,28-07-23,28-07-26,Default
1762,1093,Personal,1772622.7,7.2,22-03-19,22-03-27,Active
1763,1749,Car,4173030.03,6.95,10-02-23,10-02-40,Closed
1764,3933,Car,4366974.67,7.36,08-07-11,08-07-30,Default
1765,785,Car,3776292.28,7.01,10-03-23,10-03-29,Active
1766,3862,Education,4326878.93,6.4,08-09-23,08-09-41,Active
1767,85,Education,3203404.16,11.83,04-07-08,04-07-11,Active
1768,3050,Car,4532327.86,9.84,08-08-23,08-08-35,Closed
1769,3506,Car,4987501.06,8.05,01-05-15,01-05-31,Default
1770,3101,Home,2648358.75,9.88,20-06-20,20-06-40,Default
1771,2723,Home,2225925.42,11.5,23-02-20,23-02-40,Closed
1772,4754,Education,2241552.52,12.19,04-03-18,04-03-25,Active
1773,4137,Home,1248417.15,6.56,31-10-24,31-10-36,Default
1774,1504,Car,3478318.91,5.74,02-01-15,02-01-31,Default
1775,2336,Car,1705446.49,10.34,30-01-14,30-01-22,Closed
1776,2,Home,1412572.11,5.83,23-02-17,23-02-33,Active
1777,3707,Personal,3401800.49,9.37,14-07-23,14-07-25,Closed
1778,2189,Car,3968645.17,5.43,09-11-20,09-11-21,Closed
1779,2749,Car,4676027.06,10.95,19-03-24,19-03-28,Active
1780,3080,Car,3999204.47,10.71,21-12-23,21-12-38,Default
1781,2848,Education,684877.24,6.28,11-05-17,11-05-33,Closed
1782,4036,Home,554110.53,13.59,25-08-24,25-08-40,Closed
1783,4048,Education,655438.18,5.55,31-03-19,31-03-26,Active
1784,1324,Education,1004176.64,12.33,12-03-07,12-03-10,Active
1785,2695,Car,4871003.48,12.3,23-07-17,23-07-23,Active
1786,2473,Personal,4942360.88,10.68,29-01-12,29-01-27,Default
1787,170,Car,1520529.16,12.98,05-07-22,05-07-27,Default
1788,760,Home,488264.79,9.98,29-06-24,29-06-32,Closed
1789,1294,Home,2290807.11,8.23,07-02-22,07-02-35,Closed
1790,3434,Home,351354.02,11.83,07-12-17,07-12-20,Active
1791,3873,Education,4701459.35,9.13,24-01-20,24-01-39,Closed
1792,4109,Car,1916276.86,6.65,08-07-15,08-07-31,Default
1793,2884,Education,4948873.92,6.47,13-12-24,13-12-41,Active
1794,2884,Car,2239733.09,12.39,03-09-24,03-09-27,Closed
1795,513,Personal,1171348.82,6.57,10-06-24,10-06-31,Closed
1796,104,Personal,2701196.22,12.76,31-01-19,31-01-28,Active
1797,911,Education,3915300.58,7.95,25-09-19,25-09-21,Default
1798,3546,Home,3337104.16,5.66,11-09-09,11-09-21,Default
1799,1916,Car,3681281.32,5.14,28-07-24,28-07-40,Closed
1800,595,Education,424961.41,12.69,28-07-23,28-07-40,Closed
1801,2656,Personal,853300.77,11.53,18-04-20,18-04-26,Closed
1802,4238,Home,4762862.6,13.32,15-06-23,15-06-24,Closed
1803,2405,Car,1132323.35,5.25,12-11-18,12-11-38,Active
1804,155,Personal,3420782.37,8.22,24-04-24,24-04-27,Closed
1805,2031,Home,3387587.27,11.8,26-06-23,26-06-28,Active
1806,2833,Education,4609747.17,7.44,14-06-16,14-06-36,Active
1807,1386,Car,1796942.99,13.52,01-02-23,01-02-32,Closed
1808,483,Education,2214459.82,7.23,23-03-24,23-03-26,Closed
1809,4774,Personal,2545557.34,12.88,06-06-08,06-06-18,Default
1810,3460,Education,490930.07,13.37,07-06-23,07-06-32,Closed
1811,3673,Car,2072953.36,5.42,25-07-23,25-07-27,Default
1812,1216,Car,3826105.98,13.34,05-10-19,05-10-31,Default
1813,4063,Home,2786174.66,12.42,29-03-24,29-03-36,Default
1814,1396,Personal,805143.11,6.57,05-05-23,05-05-38,Default
1815,62,Personal,2738552.97,11.49,03-04-24,03-04-29,Default
1816,2103,Personal,3906125.46,6.29,13-12-24,13-12-33,Closed
1817,1136,Education,1564554.64,7.9,12-01-09,12-01-22,Default
1818,868,Home,4351285.82,8.22,21-10-10,21-10-15,Closed
1819,3526,Car,548390.95,5.16,19-03-14,19-03-20,Closed
1820,4508,Car,852025.01,10.61,05-12-24,05-12-36,Default
1821,3048,Home,3134415.41,7.92,07-12-23,07-12-34,Closed
1822,2591,Education,1911166.64,5.07,11-10-12,11-10-26,Default
1823,1436,Home,1836649.56,9.95,02-11-15,02-11-28,Default
1824,3041,Home,4217408.74,9.25,21-10-23,21-10-29,Active
1825,2796,Personal,3280065.77,5.18,08-11-18,08-11-27,Active
1826,1426,Personal,751936.33,5.34,27-07-17,27-07-18,Active
1827,4413,Education,734461.8,8.14,31-07-20,31-07-32,Closed
1828,86,Personal,3933847.37,6.24,04-08-14,04-08-16,Default
1829,2021,Home,2583863.55,9.39,29-10-14,29-10-26,Default
1830,3321,Car,690973.87,12.45,31-12-24,31-12-37,Active
1831,3145,Education,2627429.41,11.15,12-08-11,12-08-23,Active
1832,4536,Car,1460249.92,11.15,17-06-24,17-06-25,Closed
1833,3247,Personal,4076775.48,11.86,23-07-22,23-07-24,Active
1834,2583,Education,4032094.66,11.56,19-01-12,19-01-28,Closed
1835,3279,Education,1875733.73,6.97,20-05-23,20-05-26,Closed
1836,627,Education,1507737.04,12.75,03-04-23,03-04-41,Default
1837,792,Education,2406399.88,5.77,25-11-16,25-11-32,Default
1838,4305,Personal,1197067.82,13.95,29-06-18,29-06-20,Closed
1839,2123,Personal,2764662.06,10.05,17-04-21,17-04-33,Active
1840,1208,Education,3331654.76,5.94,23-08-21,23-08-31,Closed
1841,3758,Car,1506887.72,11.7,02-08-20,02-08-23,Default
1842,2665,Education,138687.85,10.89,13-07-18,13-07-31,Active
1843,4770,Personal,2186743.42,8.26,19-03-18,19-03-26,Active
1844,156,Home,117883.99,9.63,17-08-22,17-08-41,Default
1845,330,Car,4179841.92,6.76,13-07-20,13-07-22,Closed
1846,930,Car,3198492.39,9.67,04-01-24,04-01-43,Default
1847,236,Car,4903782.13,8.29,16-09-14,16-09-15,Default
1848,4873,Education,1537454.18,9.17,27-08-17,27-08-30,Active
1849,3644,Personal,2392157.33,10.34,27-01-13,27-01-16,Active
1850,961,Home,241467.18,12.02,29-04-23,29-04-36,Closed
1851,4407,Home,4867687.15,12.65,20-08-24,20-08-34,Default
1852,4473,Car,3805408.86,7.17,01-10-24,01-10-41,Active
1853,2603,Car,2944879.03,12.93,01-01-15,01-01-30,Active
1854,4192,Personal,3519267.99,12.32,21-05-20,21-05-23,Active
1855,4041,Personal,3975046.26,11.08,25-12-22,25-12-33,Default
1856,4972,Education,3494387.66,7.49,28-08-22,28-08-29,Default
1857,3107,Home,105027.21,9.66,26-01-13,26-01-25,Default
1858,4793,Education,170270.36,10.05,04-11-15,04-11-25,Active
1859,3730,Personal,1503298.93,7.59,19-03-24,19-03-44,Closed
1860,3413,Education,1395131.02,12.01,18-05-13,18-05-18,Closed
1861,3185,Home,3116299.12,11.98,20-11-06,20-11-07,Active
1862,3633,Home,1014335,5.27,12-11-24,12-11-36,Closed
1863,4898,Education,744830.77,10.63,19-02-18,19-02-26,Active
1864,4919,Education,2324607.36,7.06,19-05-24,19-05-41,Active
1865,3257,Home,2585695.63,7.23,11-06-23,11-06-24,Closed
1866,4250,Car,890279.03,9.47,28-10-11,28-10-19,Default
1867,1501,Education,4064773.51,11.13,25-05-17,25-05-33,Default
1868,4983,Education,3677096.58,6.76,18-03-14,18-03-21,Closed
1869,4778,Car,2116029.5,12.75,21-11-23,21-11-41,Closed
1870,4596,Personal,369474.53,6.9,26-11-23,26-11-35,Default
1871,1265,Car,606885.22,13.02,24-02-21,24-02-38,Active
1872,1613,Car,489557.63,7.01,20-06-22,20-06-39,Default
1873,2586,Home,786127.09,7.97,31-12-24,31-12-42,Active
1874,3484,Car,230765.99,8.98,30-10-22,30-10-24,Closed
1875,741,Car,3831234.99,8.02,22-09-23,22-09-42,Default
1876,1638,Personal,4722306.86,13.34,03-10-10,03-10-15,Active
1877,4648,Education,558830.23,11.33,13-09-22,13-09-35,Default
1878,2608,Car,396415.06,12.25,24-07-19,24-07-33,Default
1879,3510,Personal,2429315.97,9.21,09-07-24,09-07-42,Default
1880,4649,Car,1988022,6.52,11-10-10,11-10-29,Closed
1881,3133,Home,612819.77,6.66,18-11-20,18-11-39,Default
1882,4273,Personal,546357.35,7.71,23-09-18,23-09-25,Closed
1883,2669,Car,4483670.6,9.65,04-09-24,04-09-34,Default
1884,2242,Personal,1478220.67,12.45,23-10-18,23-10-29,Closed
1885,2055,Home,3264339.29,8.83,07-11-22,07-11-36,Closed
1886,4093,Home,2370096.01,12.39,11-02-20,11-02-27,Closed
1887,2304,Personal,3199054.16,12.98,23-05-24,23-05-37,Default
1888,577,Car,830451.89,13.02,12-08-23,12-08-27,Default
1889,831,Education,3512376.99,9.82,26-11-22,26-11-26,Closed
1890,1492,Personal,713643.11,8.82,26-11-24,26-11-32,Active
1891,1997,Home,2273719.68,5.3,06-04-22,06-04-31,Active
1892,2129,Home,4379554.15,12.34,06-03-18,06-03-24,Active
1893,2707,Personal,3822151.44,8.36,03-08-14,03-08-34,Active
1894,3854,Car,885641.1,7.11,21-08-20,21-08-39,Default
1895,3676,Home,3614710.08,6.42,22-02-16,22-02-24,Active
1896,1546,Education,692990.12,5.81,25-04-21,25-04-33,Closed
1897,1222,Car,2905109.9,8.06,15-03-21,15-03-36,Closed
1898,789,Education,2937049.02,12.17,19-10-15,19-10-26,Active
1899,1826,Education,3569684.53,12.46,08-04-16,08-04-30,Active
1900,3855,Education,4141122.43,7.71,18-06-22,18-06-27,Active
1901,2953,Car,91041,5.92,12-05-17,12-05-33,Closed
1902,4136,Education,4177117.34,9.98,13-11-21,13-11-38,Default
1903,2567,Education,1648068.72,5.05,06-07-24,06-07-43,Default
1904,220,Car,3931622.5,10.15,31-03-16,31-03-18,Active
1905,2898,Car,1281525.34,9.3,08-11-09,08-11-18,Closed
1906,1380,Education,1619869.38,12.04,21-01-12,21-01-31,Active
1907,4111,Home,3190814.42,5.51,12-06-15,12-06-24,Closed
1908,808,Education,1173482.85,11.89,09-11-18,09-11-32,Default
1909,1113,Personal,812311.78,8.12,19-09-17,19-09-33,Active
1910,3549,Home,1652190.97,12.23,25-11-11,25-11-30,Active
1911,3744,Education,3403449.43,7.18,09-03-19,09-03-21,Default
1912,596,Personal,690713.13,10.46,29-08-14,29-08-17,Active
1913,3945,Personal,4348689.91,5.04,08-12-08,08-12-19,Default
1914,1324,Personal,3225720.67,10.57,23-11-12,23-11-13,Closed
1915,266,Education,2416627.8,7.02,22-07-23,22-07-43,Default
1916,3232,Car,3968958.23,12.63,08-01-24,08-01-40,Closed
1917,1059,Personal,4042951.35,9.38,20-02-21,20-02-39,Closed
1918,4833,Education,1725885.92,6.29,27-09-24,27-09-27,Default
1919,4124,Car,774629.37,12.31,17-07-24,17-07-41,Default
1920,1243,Education,3353225.81,11.63,24-01-08,24-01-28,Default
1921,4535,Personal,700084.76,10.28,25-07-20,25-07-38,Active
1922,4894,Car,2979344.86,11.81,07-07-12,07-07-29,Default
1923,977,Education,2003425.35,10.46,29-01-23,29-01-26,Default
1924,392,Home,1327374.48,10.12,28-12-23,28-12-39,Active
1925,3224,Home,3856252.78,10.13,29-06-12,29-06-19,Active
1926,526,Home,3536869.24,11.54,02-12-24,02-12-30,Active
1927,4611,Car,4945591.37,10.17,13-12-23,13-12-26,Closed
1928,1686,Car,1508641.43,8.72,25-01-14,25-01-26,Default
1929,4979,Home,197195.17,11.66,05-09-16,05-09-25,Active
1930,4249,Home,1007495.02,12.63,11-12-23,11-12-36,Default
1931,2272,Car,357552.9,8.11,20-11-17,20-11-28,Active
1932,1404,Education,4589183.73,12.87,05-03-22,05-03-39,Default
1933,4396,Home,3975115.72,9.48,18-08-18,18-08-35,Default
1934,3408,Home,2062071.79,12.66,21-08-17,21-08-31,Active
1935,1711,Education,3976144.94,8.21,01-06-16,01-06-17,Active
1936,3393,Personal,3616431.28,6.42,28-08-23,28-08-27,Closed
1937,2493,Education,3294282.76,5.73,09-08-24,09-08-41,Closed
1938,4551,Car,1470260.62,8.5,01-07-20,01-07-23,Default
1939,3118,Personal,2332506.39,10.98,15-03-16,15-03-30,Default
1940,2418,Education,2657376.97,6.04,05-11-16,05-11-36,Closed
1941,4986,Personal,1789581.39,12.61,30-08-13,30-08-32,Active
1942,3150,Personal,418734.47,7.51,08-10-24,08-10-29,Default
1943,4096,Education,637903.28,12.5,12-03-24,12-03-28,Active
1944,253,Education,2152866.02,11.15,08-07-15,08-07-22,Default
1945,4841,Home,4150461.26,8.37,21-06-19,21-06-26,Active
1946,4918,Education,1745329.1,7.82,24-09-16,24-09-33,Active
1947,625,Education,1702492.02,8.54,06-08-24,06-08-28,Active
1948,4629,Car,4404390.26,5.77,09-03-22,09-03-32,Closed
1949,4066,Personal,2864698.22,12.74,17-11-22,17-11-40,Default
1950,2750,Home,584082.41,13.94,12-06-17,12-06-34,Closed
1951,2381,Education,1845026.56,5.98,26-11-15,26-11-17,Active
1952,518,Personal,2486792.77,12.48,30-05-18,30-05-26,Default
1953,242,Personal,4185124.74,6.96,08-04-17,08-04-24,Closed
1954,3289,Home,1206187.58,9.37,20-12-22,20-12-38,Active
1955,2247,Personal,115796.24,13.43,18-12-16,18-12-17,Default
1956,1613,Home,746889.46,12.67,10-04-22,10-04-30,Closed
1957,522,Education,2845750.32,5.17,16-01-22,16-01-25,Active
1958,480,Home,3458746.59,13.03,30-08-18,30-08-26,Default
1959,1927,Personal,4071225.75,13.03,07-09-24,07-09-42,Active
1960,2220,Education,309361.59,8.04,14-06-11,14-06-27,Active
1961,3344,Education,1998149.36,7.92,09-11-13,09-11-32,Active
1962,2466,Education,4365527.53,5.48,11-09-11,11-09-28,Active
1963,1592,Education,1510583.32,6.28,30-09-24,30-09-34,Default
1964,2524,Personal,3005993.09,12.49,04-09-19,04-09-30,Active
1965,794,Home,418429.45,12.74,05-05-18,05-05-34,Active
1966,2711,Home,3582051.32,8.9,23-02-24,23-02-38,Active
1967,682,Home,4330056.11,5.48,13-07-12,13-07-25,Closed
1968,3566,Home,4243851.71,6.23,03-11-21,03-11-30,Default
1969,1480,Personal,3538843.25,5.49,29-03-16,29-03-27,Active
1970,1964,Home,3388487.78,8.15,04-09-10,04-09-22,Default
1971,1247,Personal,1776414.11,13.94,11-01-23,11-01-36,Default
1972,4850,Education,3458439.92,12.43,05-10-23,05-10-35,Default
1973,4814,Home,2631062.84,12.21,04-05-24,04-05-26,Active
1974,266,Home,3544804.93,6.32,27-11-23,27-11-28,Closed
1975,2307,Home,3834840.4,6.82,21-10-18,21-10-20,Default
1976,4085,Home,3063310.24,12.74,02-08-18,02-08-34,Closed
1977,3251,Home,1264778.3,13.28,08-11-21,08-11-22,Active
1978,1808,Car,4604892.58,11.02,28-12-21,28-12-39,Active
1979,2931,Personal,3375242.97,6.18,26-09-21,26-09-27,Active
1980,4364,Home,3478478.07,13.48,14-05-20,14-05-25,Active
1981,3605,Car,996693.34,5.51,12-03-24,12-03-41,Active
1982,1220,Car,3880499.02,8.22,11-02-20,11-02-35,Active
1983,2558,Car,2504143.37,11.91,01-02-17,01-02-28,Default
1984,3644,Home,2749272.37,12.39,27-04-19,27-04-24,Closed
1985,2564,Home,2955221.08,6.88,11-07-17,11-07-37,Closed
1986,3233,Personal,73676.03,11.27,14-03-24,14-03-30,Closed
1987,4961,Personal,982070.89,8.57,10-03-24,10-03-39,Active
1988,1574,Personal,731347.65,10.13,17-03-17,17-03-20,Active
1989,4327,Car,207108.99,6.31,19-03-19,19-03-39,Default
1990,655,Education,2074164.26,11.91,10-04-23,10-04-36,Active
1991,4060,Car,534108.24,7.71,20-12-21,20-12-25,Active
1992,2896,Home,3707406.72,6.29,04-04-18,04-04-27,Active
1993,4116,Education,3181418.86,9.14,08-03-15,08-03-16,Default
1994,4921,Personal,3761930.24,9.94,13-01-16,13-01-25,Closed
1995,2793,Home,951154.97,10.15,12-07-24,12-07-41,Active
1996,3144,Home,3947360.77,10.83,18-08-18,18-08-20,Default
1997,301,Home,4155452.83,9.69,08-05-23,08-05-39,Closed
1998,866,Car,1995980.4,12.13,03-12-20,03-12-35,Closed
1999,270,Car,2357829.71,11.79,10-05-16,10-05-22,Closed
2000,1733,Education,4107338.44,13.92,27-12-23,27-12-29,Default
2001,542,Car,250000,10,24-06-25,24-05-30,Active
2002,546,Home,2225650.228,9,25-07-25,25-06-30,Active
2003,1576,Home,3052000,9,26-08-25,26-07-30,Active
2004,1475,Personal,100000,11.2,27-10-25,27-08-30,Active
2005,2563,Education,3000000,11,28-09-25,28-09-30,Active
2005,2563,Education,3000000,,28-09-25,28-09-30,Active
2006,4512,,441000,0,29-09-25,29-09-25,NaN
