display_id,loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,end_date,loan_status,loan_duration_months,risk_category,outlier_flag
1270,1270,2501,Education,2925043.77,7.03,2022-03-18,2042-03-18,Active,240,High,0
1271,1271,3515,Personal,3659031.26,8.78,2024-07-04,2042-07-04,Closed,216,High,0
1272,1272,1880,Personal,2226408.60,13.49,2024-01-21,2041-01-21,Active,204,High,0
1273,1273,1377,Car,3995020.40,11.50,2023-07-09,2038-07-09,Active,180,High,0
1274,1274,4845,Education,4755088.24,6.60,2024-01-09,2029-01-09,Active,60,High,0
1275,1275,2522,Home,1339666.24,9.38,2024-10-21,2034-10-21,Default,120,High,0
1276,1276,1432,Home,4676283.87,7.94,2018-04-17,2033-04-17,Active,180,High,0
1277,1277,3851,Personal,3616116.89,11.18,2019-09-21,2031-09-21,Active,144,High,0
1278,1278,2318,Personal,4380632.97,7.64,2020-07-25,2022-07-25,Default,24,High,0
1279,1279,1331,Education,1383959.84,11.76,2023-06-24,2034-06-24,Closed,132,High,0
1280,1280,1556,Car,3370464.40,13.44,2020-07-26,2030-07-26,Active,120,High,0
1281,1281,2567,Car,4233858.16,13.27,2018-08-20,2026-08-20,Active,96,High,0
1282,1282,1712,Car,2779679.85,10.19,2010-12-19,2028-12-19,Default,216,High,0
1283,1283,4553,Personal,3457424.15,11.99,2014-04-07,2029-04-07,Active,180,High,0
1284,1284,1883,Home,1331807.48,9.09,2018-06-04,2028-06-04,Closed,120,High,0
1285,1285,2291,Education,4013122.63,11.09,2016-08-31,2033-08-31,Active,204,High,0
1286,1286,2271,Home,2502693.43,9.44,2011-11-15,2016-11-15,Closed,60,High,0
1287,1287,2883,Car,170540.55,6.50,2024-08-21,2034-08-21,Closed,120,Medium,0
1288,1288,970,Education,2214710.68,9.90,2018-04-26,2031-04-26,Default,156,High,0
1289,1289,3551,Personal,2729089.51,5.01,2020-01-07,2036-01-07,Active,192,High,0
1290,1290,3535,Education,1948366.98,10.79,2022-07-03,2023-07-03,Default,12,High,0
1291,1291,3141,Education,682270.65,8.53,2023-02-25,2031-02-25,Default,96,High,0
1292,1292,1094,Education,4541102.63,5.73,2018-01-07,2020-01-07,Active,24,High,0
1293,1293,4871,Education,1946283.19,8.12,2017-08-10,2027-08-10,Active,120,High,0
1294,1294,4111,Home,3835370.80,8.05,2013-12-23,2033-12-23,Default,240,High,0
1295,1295,4468,Car,3460813.48,13.63,2023-05-09,2032-05-09,Active,108,High,0
1296,1296,1411,Personal,3478061.18,11.01,2013-09-29,2031-09-29,Default,216,High,0
1297,1297,4184,Home,105052.40,9.34,2024-05-27,2031-05-27,Closed,84,Medium,0
1298,1298,2758,Home,3440209.00,6.39,2024-03-30,2044-03-30,Closed,240,High,0
1299,1299,620,Car,3565957.99,8.33,2020-02-07,2023-02-07,Default,36,High,0
1300,1300,4905,Home,3519884.31,11.22,2024-02-04,2026-02-04,Active,24,High,0
1301,1301,3959,Education,4541809.68,10.93,2021-09-21,2040-09-21,Closed,228,High,0
1302,1302,2304,Home,4652499.09,13.97,2008-09-25,2013-09-25,Active,60,High,0
1303,1303,2097,Education,2720226.84,11.64,2020-02-13,2027-02-13,Active,84,High,0
1304,1304,1345,Car,2439748.00,13.52,2020-09-18,2024-09-18,Default,48,High,0
1305,1305,2598,Car,941135.20,5.13,2023-04-28,2040-04-28,Active,204,High,0
1306,1306,3361,Home,3395267.44,13.23,2023-06-22,2038-06-22,Active,180,High,0
1307,1307,452,Education,181020.01,10.40,2024-06-04,2037-06-04,Closed,156,Medium,0
1308,1308,4618,Education,1926462.22,8.04,2023-04-15,2025-04-15,Closed,24,High,0
1309,1309,968,Education,1372782.75,13.17,2024-02-24,2034-02-24,Active,120,High,0
1310,1310,619,Education,4703421.69,5.00,2023-02-05,2029-02-05,Active,72,High,0
1311,1311,887,Car,4151190.70,11.81,2022-08-08,2040-08-08,Active,216,High,0
1312,1312,3750,Car,2110860.95,10.65,2015-12-24,2026-12-24,Default,132,High,0
1313,1313,3886,Home,850932.75,13.61,2022-07-22,2026-07-22,Closed,48,High,0
1314,1314,344,Car,2180054.83,9.11,2022-07-29,2038-07-29,Default,192,High,0
1315,1315,4674,Car,4885362.19,10.84,2021-01-05,2039-01-05,Active,216,High,0
1316,1316,2141,Personal,3933376.45,5.80,2022-01-19,2034-01-19,Default,144,High,0
1317,1317,275,Education,1252157.59,13.64,2022-08-18,2028-08-18,Closed,72,High,0
1318,1318,3452,Car,3924114.79,8.67,2024-02-16,2039-02-16,Active,180,High,0
1319,1319,3241,Car,2938528.34,11.87,2022-01-30,2031-01-30,Active,108,High,0
1320,1320,3366,Personal,1569975.77,12.77,2019-01-11,2024-01-11,Default,60,High,0
1321,1321,693,Car,174694.42,9.83,2019-04-23,2035-04-23,Active,192,Medium,0
1322,1322,3370,Car,787643.42,10.75,2019-11-07,2027-11-07,Default,96,High,0
1323,1323,1616,Education,4230336.53,8.58,2019-10-10,2026-10-10,Active,84,High,0
1324,1324,3625,Home,3405554.48,11.91,2016-08-07,2036-08-07,Active,240,High,0
1325,1325,868,Education,961729.22,6.97,2017-02-10,2018-02-10,Active,12,High,0
1326,1326,931,Home,4450758.44,10.74,2020-12-30,2031-12-30,Default,132,High,0
1327,1327,3100,Education,4824659.78,10.95,2019-11-16,2027-11-16,Active,96,High,0
1328,1328,35,Home,4615212.33,10.30,2021-03-01,2034-03-01,Active,156,High,0
1329,1329,4751,Car,1160451.90,10.55,2018-06-13,2020-06-13,Active,24,High,0
1330,1330,444,Education,3882617.74,10.48,2016-02-26,2025-02-26,Closed,108,High,0
1331,1331,3272,Car,2369288.86,12.26,2009-02-21,2016-02-21,Active,84,High,0
1332,1332,4283,Education,3845393.13,6.60,2024-05-30,2044-05-30,Closed,240,High,0
1333,1333,4184,Car,833085.43,13.77,2020-09-14,2028-09-14,Closed,96,High,0
1334,1334,1154,Car,1191300.90,5.04,2020-05-05,2033-05-05,Closed,156,High,0
1335,1335,3298,Education,1784293.73,13.55,2018-12-27,2022-12-27,Closed,48,High,0
1336,1336,1763,Car,3050470.79,10.08,2019-11-26,2035-11-26,Active,192,High,0
1337,1337,3853,Education,3454366.42,6.86,2023-12-07,2028-12-07,Active,60,High,0
1338,1338,3512,Car,1319393.24,7.68,2024-11-05,2027-11-05,Active,36,High,0
1339,1339,4412,Personal,3969570.75,5.31,2020-08-17,2038-08-17,Default,216,High,0
1340,1340,3224,Car,3402991.79,7.76,2018-11-09,2026-11-09,Default,96,High,0
1341,1341,4938,Car,3746645.83,12.15,2012-03-10,2022-03-10,Closed,120,High,0
1342,1342,1748,Education,3275665.68,6.56,2024-05-20,2027-05-20,Closed,36,High,0
1343,1343,3655,Personal,2357636.68,5.60,2016-09-10,2026-09-10,Closed,120,High,0
1344,1344,1482,Education,3522016.74,5.34,2013-10-25,2023-10-25,Closed,120,High,0
1345,1345,1347,Home,1155540.24,11.26,2024-01-21,2027-01-21,Default,36,High,0
1346,1346,2561,Car,2731733.16,9.11,2022-10-06,2031-10-06,Active,108,High,0
1347,1347,4233,Education,2210966.49,9.37,2020-09-03,2030-09-03,Closed,120,High,0
1348,1348,754,Car,4374476.00,12.53,2017-05-18,2035-05-18,Default,216,High,0
1349,1349,997,Car,4291753.65,8.41,2022-12-25,2040-12-25,Active,216,High,0
1350,1350,1837,Personal,291050.75,5.72,2023-07-11,2033-07-11,Closed,120,Medium,0
1351,1351,4424,Personal,2318934.32,5.90,2015-11-11,2030-11-11,Default,180,High,0
1352,1352,1790,Education,976303.05,11.81,2022-09-09,2039-09-09,Active,204,High,0
1353,1353,4522,Education,1266771.76,13.36,2024-12-23,2039-12-23,Default,180,High,0
1354,1354,1620,Home,633719.89,13.58,2017-05-05,2026-05-05,Active,108,High,0
1355,1355,2756,Car,4847447.46,12.73,2012-05-27,2014-05-27,Default,24,High,0
1356,1356,861,Car,4780747.41,5.94,2023-07-07,2032-07-07,Closed,108,High,0
1357,1357,4010,Car,2168835.22,7.42,2010-12-29,2020-12-29,Default,120,High,0
1358,1358,2016,Home,2259758.51,7.18,2024-07-07,2033-07-07,Active,108,High,0
1359,1359,3634,Car,1232161.70,12.48,2017-01-27,2020-01-27,Closed,36,High,0
1360,1360,2727,Education,72103.37,12.62,2018-01-31,2038-01-31,Active,240,Low,0
1361,1361,103,Personal,3056167.15,10.34,2023-04-13,2038-04-13,Active,180,High,0
1362,1362,2730,Home,555291.90,12.51,2021-08-05,2033-08-05,Active,144,High,0
1363,1363,1176,Personal,2281158.84,13.50,2023-08-11,2028-08-11,Closed,60,High,0
1364,1364,3966,Home,3927475.41,13.70,2024-01-04,2044-01-04,Active,240,High,0
1365,1365,826,Home,155652.75,11.32,2021-08-29,2037-08-29,Default,192,Medium,0
1366,1366,1285,Personal,2376176.88,10.06,2024-10-08,2026-10-08,Default,24,High,0
1367,1367,4845,Education,3229417.34,12.29,2023-03-05,2031-03-05,Closed,96,High,0
1368,1368,1592,Personal,3746577.50,8.08,2024-06-29,2029-06-29,Active,60,High,0
1369,1369,969,Education,2848148.80,5.82,2015-01-08,2034-01-08,Active,228,High,0
1370,1370,1215,Education,4190452.58,13.53,2023-09-16,2029-09-16,Closed,72,High,0
1371,1371,372,Car,3362313.92,13.13,2015-05-12,2017-05-12,Default,24,High,0
1372,1372,4545,Home,2430608.68,6.33,2023-12-17,2033-12-17,Closed,120,High,0
1373,1373,964,Home,2746977.48,7.14,2024-08-25,2041-08-25,Closed,204,High,0
1374,1374,3042,Home,2250871.19,5.74,2019-07-08,2021-07-08,Active,24,High,0
1375,1375,3355,Home,4699418.31,7.75,2022-07-30,2030-07-30,Closed,96,High,0
1376,1376,2942,Education,2872003.27,12.95,2017-10-01,2033-10-01,Active,192,High,0
1377,1377,2504,Education,3262171.70,5.76,2020-10-08,2021-10-08,Active,12,High,0
1378,1378,3714,Home,841323.88,6.47,2024-03-25,2032-03-25,Active,96,High,0
1379,1379,333,Home,3424511.82,7.83,2018-07-15,2022-07-15,Default,48,High,0
1380,1380,3144,Personal,2333181.94,7.10,2022-02-26,2028-02-26,Active,72,High,0
1381,1381,2024,Home,4028830.22,5.93,2020-11-08,2038-11-08,Default,216,High,0
1382,1382,4460,Car,821314.30,5.23,2014-11-11,2027-11-11,Closed,156,High,0
1383,1383,2273,Car,3471315.08,10.65,2019-10-03,2021-10-03,Closed,24,High,0
1384,1384,4620,Home,3424015.26,13.75,2022-11-19,2027-11-19,Default,60,High,0
1385,1385,3773,Car,203476.41,12.96,2016-10-12,2032-10-12,Closed,192,Medium,0
1386,1386,3112,Car,4629221.09,7.27,2024-08-03,2031-08-03,Default,84,High,0
1387,1387,1584,Personal,3727102.62,5.39,2018-08-25,2022-08-25,Default,48,High,0
1388,1388,4179,Car,4264416.51,9.85,2024-08-24,2042-08-24,Active,216,High,0
1389,1389,1655,Education,4961051.34,6.88,2020-06-05,2032-06-05,Active,144,High,0
1390,1390,4510,Personal,706480.74,12.28,2024-07-16,2034-07-16,Default,120,High,0
1391,1391,3166,Personal,2715719.97,7.94,2024-07-30,2028-07-30,Default,48,High,0
1392,1392,3601,Home,1602118.96,11.70,2023-08-04,2030-08-04,Default,84,High,0
1393,1393,3682,Home,2952181.81,8.01,2023-11-14,2026-11-14,Default,36,High,0
1394,1394,2527,Education,3192952.56,13.07,2024-10-25,2042-10-25,Active,216,High,0
1395,1395,1784,Car,4302691.11,13.02,2023-09-08,2039-09-08,Default,192,High,0
1396,1396,678,Car,2077982.21,7.99,2023-10-29,2030-10-29,Active,84,High,0
1397,1397,2723,Personal,481521.22,7.88,2022-07-08,2036-07-08,Default,168,Medium,0
1398,1398,1176,Home,4411367.94,11.94,2014-01-21,2019-01-21,Default,60,High,0
1399,1399,1700,Home,1716028.01,9.78,2011-01-22,2030-01-22,Default,228,High,0
1400,1400,2720,Personal,3950315.10,8.76,2022-05-22,2030-05-22,Default,96,High,0
1401,1401,4917,Car,1296212.35,13.87,2018-11-29,2020-11-29,Closed,24,High,0
1402,1402,4498,Home,2645309.40,10.32,2024-11-19,2044-11-19,Active,240,High,0
1403,1403,3774,Home,4995499.84,12.23,2015-09-11,2028-09-11,Closed,156,High,0
1404,1404,3203,Education,458332.01,10.15,2024-10-17,2038-10-17,Default,168,Medium,0
1405,1405,3342,Home,1583271.58,13.93,2024-03-11,2029-03-11,Active,60,High,0
1406,1406,1568,Car,4215652.11,5.43,2015-02-25,2025-02-25,Closed,120,High,0
1407,1407,2825,Personal,2993971.60,5.21,2017-07-08,2025-07-08,Closed,96,High,0
1408,1408,1034,Personal,1786932.11,13.80,2019-11-18,2027-11-18,Closed,96,High,0
1409,1409,2498,Home,2709002.90,13.61,2019-05-30,2035-05-30,Closed,192,High,0
1410,1410,1316,Personal,4885913.50,13.33,2020-03-16,2024-03-16,Active,48,High,0
1411,1411,2310,Education,4842654.89,5.08,2024-11-24,2043-11-24,Closed,228,High,0
1412,1412,3335,Car,981240.98,11.47,2024-03-02,2044-03-02,Default,240,High,0
1413,1413,929,Home,1633602.96,8.11,2024-12-30,2036-12-30,Active,144,High,0
1414,1414,785,Car,4107714.61,9.88,2024-05-12,2041-05-12,Closed,204,High,0
1415,1415,1595,Home,4881864.65,8.12,2022-03-29,2040-03-29,Closed,216,High,0
1416,1416,89,Personal,366336.59,9.32,2020-04-20,2034-04-20,Active,168,Medium,0
1417,1417,1482,Car,4383710.34,8.76,2021-10-13,2034-10-13,Active,156,High,0
1418,1418,2490,Education,4607111.36,9.11,2011-07-14,2024-07-14,Closed,156,High,0
1419,1419,3081,Personal,641300.49,7.90,2024-08-31,2034-08-31,Active,120,High,0
1420,1420,2633,Education,3390574.38,9.30,2019-04-03,2033-04-03,Default,168,High,0
1421,1421,4921,Education,3126066.12,5.38,2014-01-14,2018-01-14,Default,48,High,0
1422,1422,3879,Car,2671321.42,7.96,2018-10-20,2033-10-20,Default,180,High,0
1423,1423,1997,Car,2869147.49,13.15,2017-12-18,2021-12-18,Closed,48,High,0
1424,1424,4835,Car,2376468.32,10.62,2024-10-15,2033-10-15,Default,108,High,0
1425,1425,4655,Education,2320045.70,11.17,2012-08-17,2019-08-17,Default,84,High,0
1426,1426,4103,Personal,3963349.08,8.07,2023-12-12,2030-12-12,Default,84,High,0
1427,1427,2921,Home,3254720.08,9.76,2022-01-26,2032-01-26,Closed,120,High,0
1428,1428,4026,Personal,1628814.46,8.67,2019-10-08,2024-10-08,Closed,60,High,0
1429,1429,824,Education,3216100.28,7.71,2024-10-02,2026-10-02,Active,24,High,0
1430,1430,146,Education,709121.44,5.16,2023-06-18,2032-06-18,Closed,108,High,0
1431,1431,4629,Home,1079641.41,13.92,2024-10-18,2033-10-18,Closed,108,High,0
1432,1432,4452,Car,1454216.58,9.31,2023-09-26,2039-09-26,Default,192,High,0
1433,1433,656,Personal,3306213.99,11.07,2019-03-15,2029-03-15,Active,120,High,0
1434,1434,4671,Personal,2256480.90,6.18,2024-11-14,2043-11-14,Active,228,High,0
1435,1435,2397,Home,1895908.36,11.52,2017-06-07,2026-06-07,Default,108,High,0
1436,1436,4702,Car,3925310.96,8.13,2012-10-30,2019-10-30,Default,84,High,0
1437,1437,2461,Home,837822.45,6.33,2017-10-13,2033-10-13,Default,192,High,0
1438,1438,553,Car,510641.05,7.06,2024-11-03,2028-11-03,Active,48,High,0
1439,1439,992,Education,3468925.11,7.45,2023-03-17,2032-03-17,Closed,108,High,0
1440,1440,2722,Education,159776.52,7.45,2018-05-12,2027-05-12,Default,108,Medium,0
1441,1441,2998,Education,3808619.51,10.39,2024-09-08,2043-09-08,Default,228,High,0
1442,1442,4629,Education,2073145.33,11.93,2020-10-17,2026-10-17,Default,72,High,0
1443,1443,4996,Car,1983252.28,13.45,2012-01-12,2013-01-12,Closed,12,High,0
1444,1444,4940,Car,1816392.07,5.43,2024-08-27,2033-08-27,Default,108,High,0
1445,1445,30,Car,1402153.98,6.97,2018-08-22,2019-08-22,Closed,12,High,0
1446,1446,4031,Home,3625001.69,13.12,2024-10-10,2044-10-10,Default,240,High,0
1447,1447,2278,Education,4929214.17,9.92,2024-05-30,2025-05-30,Active,12,High,0
1448,1448,1688,Education,3412571.96,13.34,2020-08-30,2021-08-30,Default,12,High,0
1449,1449,1617,Personal,4447600.72,8.31,2016-02-17,2023-02-17,Active,84,High,0
1450,1450,1171,Personal,3737195.59,5.84,2021-07-08,2039-07-08,Active,216,High,0
1451,1451,2081,Home,4427440.88,8.39,2011-03-14,2029-03-14,Default,216,High,0
1452,1452,1160,Education,504658.71,13.47,2024-12-21,2031-12-21,Active,84,High,0
1453,1453,2651,Home,1853369.96,11.86,2024-11-04,2026-11-04,Default,24,High,0
1454,1454,2378,Car,2525410.91,5.55,2020-12-31,2037-12-31,Closed,204,High,0
1455,1455,1187,Car,4519126.34,6.34,2018-12-06,2024-12-06,Default,72,High,0
1456,1456,1741,Education,2139265.90,5.78,2024-02-01,2029-02-01,Default,60,High,0
1457,1457,4093,Education,1311176.23,13.63,2018-10-08,2029-10-08,Closed,132,High,0
1458,1458,826,Car,3964786.24,12.86,2017-07-20,2022-07-20,Closed,60,High,0
1459,1459,1092,Personal,4916128.66,12.13,2024-12-06,2029-12-06,Active,60,High,0
1460,1460,2528,Home,1297318.12,12.20,2016-07-23,2033-07-23,Closed,204,High,0
1461,1461,3570,Education,398950.60,7.48,2014-09-06,2022-09-06,Closed,96,Medium,0
1462,1462,4606,Personal,1567707.45,12.06,2023-01-05,2024-01-05,Closed,12,High,0
1463,1463,2582,Education,3152894.99,10.17,2020-01-02,2035-01-02,Active,180,High,0
1464,1464,3477,Personal,4944083.96,8.70,2016-10-15,2028-10-15,Closed,144,High,0
1465,1465,1000,Personal,2990497.34,7.25,2021-03-25,2035-03-25,Closed,168,High,0
1466,1466,652,Car,378735.76,9.99,2017-11-13,2037-11-13,Default,240,Medium,0
1467,1467,3274,Home,3731568.89,12.71,2022-12-09,2034-12-09,Closed,144,High,0
1468,1468,3339,Car,2318032.81,11.03,2020-02-15,2030-02-15,Closed,120,High,0
1469,1469,2017,Car,765139.48,8.08,2021-11-03,2028-11-03,Active,84,High,0
1470,1470,1230,Education,3988352.71,12.27,2021-02-12,2023-02-12,Closed,24,High,0
1471,1471,3622,Home,404921.69,7.09,2022-08-08,2034-08-08,Active,144,Medium,0
1472,1472,2401,Home,2663315.68,9.62,2020-10-27,2031-10-27,Default,132,High,0
1473,1473,2892,Education,2977360.08,6.77,2019-11-12,2024-11-12,Default,60,High,0
1474,1474,4435,Home,3056162.26,6.67,2021-06-26,2039-06-26,Active,216,High,0
1475,1475,4063,Personal,2330551.17,6.67,2024-01-26,2025-01-26,Active,12,High,0
1476,1476,1618,Education,4251674.85,11.26,2024-06-09,2031-06-09,Closed,84,High,0
1477,1477,152,Personal,2674158.61,12.59,2021-03-17,2037-03-17,Closed,192,High,0
1478,1478,3747,Home,2561434.26,9.02,2018-04-14,2024-04-14,Default,72,High,0
1479,1479,1081,Car,4691221.91,8.08,2024-05-22,2030-05-22,Closed,72,High,0
1480,1480,322,Home,3967935.80,9.85,2019-12-31,2022-12-31,Closed,36,High,0
1481,1481,3965,Car,4794643.06,11.00,2017-08-18,2026-08-18,Default,108,High,0
1482,1482,365,Education,705926.85,13.13,2022-05-04,2033-05-04,Closed,132,High,0
1483,1483,2898,Home,3355892.73,10.12,2012-11-23,2029-11-23,Closed,204,High,0
1484,1484,4551,Education,368476.24,13.57,2018-04-13,2030-04-13,Closed,144,Medium,0
1485,1485,3327,Education,1197592.56,10.33,2018-06-18,2022-06-18,Active,48,High,0
1486,1486,1212,Home,4972556.71,6.47,2023-11-15,2042-11-15,Active,228,High,0
1487,1487,522,Education,4575445.61,13.39,2021-04-22,2031-04-22,Default,120,High,0
1488,1488,1215,Education,501489.88,9.71,2009-06-28,2012-06-28,Default,36,High,0
1489,1489,3910,Home,1845632.24,7.60,2022-08-07,2026-08-07,Closed,48,High,0
1490,1490,3592,Home,3240302.83,11.00,2023-01-08,2025-01-08,Default,24,High,0
1491,1491,4272,Education,4181718.90,13.37,2021-09-23,2035-09-23,Default,168,High,0
1492,1492,1132,Home,3825437.88,13.79,2016-09-11,2034-09-11,Default,216,High,0
1493,1493,3812,Personal,2548452.63,12.12,2018-08-15,2033-08-15,Active,180,High,0
1494,1494,13,Car,3784755.88,13.89,2020-09-29,2039-09-29,Active,228,High,0
1495,1495,64,Education,803073.35,13.90,2023-12-17,2035-12-17,Closed,144,High,0
1496,1496,1698,Car,1553233.99,9.04,2024-12-21,2037-12-21,Active,156,High,0
1497,1497,3523,Home,4981466.86,9.82,2011-01-03,2023-01-03,Active,144,High,0
1498,1498,4586,Education,2578245.62,13.04,2021-09-22,2029-09-22,Default,96,High,0
1499,1499,1427,Personal,1059781.23,7.77,2024-10-26,2027-10-26,Closed,36,High,0
1500,1500,3917,Personal,417820.14,9.17,2023-01-11,2041-01-11,Active,216,Medium,0
1501,1501,1926,Car,469211.54,10.91,2021-04-03,2025-04-03,Active,48,Medium,0
1502,1502,2650,Car,3812613.23,6.19,2022-11-30,2037-11-30,Active,180,High,0
1503,1503,1104,Education,1851011.99,13.41,2015-06-11,2021-06-11,Active,72,High,0
1504,1504,3470,Education,4391411.11,8.37,2024-11-30,2029-11-30,Closed,60,High,0
1505,1505,3153,Car,1229126.32,9.68,2024-11-08,2026-11-08,Default,24,High,0
1506,1506,4935,Personal,3762898.80,9.21,2024-08-12,2033-08-12,Default,108,High,0
1507,1507,2161,Education,1292737.22,11.55,2024-04-20,2028-04-20,Active,48,High,0
1508,1508,3698,Car,334338.25,8.36,2018-01-29,2028-01-29,Closed,120,Medium,0
1509,1509,1183,Education,4629026.18,8.44,2022-03-07,2038-03-07,Default,192,High,0
1510,1510,3464,Personal,4375392.09,5.65,2024-02-16,2034-02-16,Default,120,High,0
1511,1511,1162,Home,610237.58,6.83,2020-09-17,2030-09-17,Default,120,High,0
1512,1512,3650,Personal,1172051.73,8.79,2021-01-18,2030-01-18,Closed,108,High,0
1513,1513,2683,Education,4450976.34,9.27,2021-04-18,2027-04-18,Active,72,High,0
1514,1514,900,Car,1558856.86,12.16,2018-08-16,2037-08-16,Default,228,High,0
1515,1515,4781,Car,2834365.93,13.28,2012-10-20,2014-10-20,Closed,24,High,0
1516,1516,1439,Personal,1021208.04,9.20,2013-12-08,2019-12-08,Active,72,High,0
1517,1517,1082,Education,2316009.32,7.45,2018-09-20,2037-09-20,Default,228,High,0
1518,1518,82,Education,4384418.88,5.40,2023-06-18,2037-06-18,Closed,168,High,0
1519,1519,763,Personal,2909865.05,5.46,2019-03-16,2023-03-16,Default,48,High,0
1520,1520,1656,Education,1121763.52,5.10,2024-02-06,2032-02-06,Active,96,High,0
1521,1521,1444,Home,486182.41,6.33,2014-01-16,2023-01-16,Closed,108,Medium,0
1522,1522,2491,Personal,1235294.80,11.45,2019-03-05,2039-03-05,Active,240,High,0
1523,1523,2992,Car,1197603.40,12.41,2023-10-23,2038-10-23,Closed,180,High,0
1524,1524,4098,Home,2807762.56,6.51,2018-08-24,2037-08-24,Closed,228,High,0
1525,1525,219,Car,2964382.57,5.54,2024-01-16,2034-01-16,Closed,120,High,0
1526,1526,2660,Home,428194.33,6.26,2024-09-04,2039-09-04,Active,180,Medium,0
1527,1527,3162,Personal,2591504.58,7.73,2023-05-26,2038-05-26,Closed,180,High,0
1528,1528,2278,Home,2602536.27,11.56,2023-05-29,2034-05-29,Default,132,High,0
1529,1529,1234,Car,690459.27,7.63,2019-03-15,2020-03-15,Default,12,High,0
1530,1530,179,Car,4580762.16,8.90,2024-08-12,2042-08-12,Active,216,High,0
1531,1531,2192,Personal,1025957.27,7.03,2022-10-17,2042-10-17,Closed,240,High,0
1532,1532,3800,Home,558538.50,9.78,2024-01-29,2025-01-29,Closed,12,High,0
1533,1533,4862,Personal,183370.75,9.94,2015-10-23,2029-10-23,Active,168,Medium,0
1534,1534,1761,Education,1602450.14,9.92,2017-07-26,2030-07-26,Active,156,High,0
1535,1535,2940,Home,3854428.22,6.53,2017-05-09,2019-05-09,Closed,24,High,0
1536,1536,1170,Education,838858.12,9.01,2020-11-24,2021-11-24,Default,12,High,0
1537,1537,114,Car,3319418.63,12.65,2024-03-23,2038-03-23,Closed,168,High,0
1538,1538,195,Car,4925501.14,10.79,2007-07-15,2016-07-15,Closed,108,High,0
1539,1539,2709,Personal,4749531.48,10.74,2024-07-18,2029-07-18,Closed,60,High,0
1540,1540,1488,Personal,1907051.72,13.76,2011-11-05,2028-11-05,Active,204,High,0
1541,1541,1330,Car,4871960.11,9.60,2009-11-30,2017-11-30,Closed,96,High,0
1542,1542,4231,Car,4102574.00,7.19,2023-03-26,2038-03-26,Active,180,High,0
1543,1543,1940,Car,1495673.55,12.71,2021-12-30,2035-12-30,Active,168,High,0
1544,1544,4030,Car,838579.89,10.43,2021-03-16,2030-03-16,Closed,108,High,0
1545,1545,2913,Car,2013191.46,13.64,2024-06-29,2037-06-29,Active,156,High,0
1546,1546,2145,Home,1954305.67,13.53,2024-11-09,2025-11-09,Closed,12,High,0
1547,1547,1174,Education,1362657.92,11.38,2019-07-02,2033-07-02,Default,168,High,0
1548,1548,4114,Home,3155892.14,5.87,2019-10-10,2039-10-10,Active,240,High,0
1549,1549,3659,Personal,3212083.05,10.56,2022-12-25,2040-12-25,Active,216,High,0
1550,1550,4888,Personal,2367131.27,8.28,2018-07-19,2033-07-19,Closed,180,High,0
1551,1551,3945,Car,2590951.66,9.96,2017-04-20,2021-04-20,Default,48,High,0
1552,1552,70,Education,4161573.96,6.94,2024-05-12,2039-05-12,Closed,180,High,0
1553,1553,52,Home,2854020.79,12.26,2017-11-26,2037-11-26,Closed,240,High,0
1554,1554,2709,Home,975071.43,8.85,2024-07-02,2032-07-02,Default,96,High,0
1555,1555,428,Personal,4776849.65,13.93,2014-09-19,2018-09-19,Default,48,High,0
1556,1556,1709,Education,2679383.48,7.27,2007-01-09,2025-01-09,Active,216,High,0
1557,1557,3159,Personal,2960971.92,8.31,2024-11-28,2028-11-28,Active,48,High,0
1558,1558,1161,Home,2257501.55,5.05,2021-08-15,2038-08-15,Closed,204,High,0
1559,1559,1677,Education,4948926.50,13.02,2024-01-15,2034-01-15,Closed,120,High,0
1560,1560,128,Education,2533402.53,7.60,2023-09-12,2025-09-12,Default,24,High,0
1561,1561,3058,Home,2290015.11,7.46,2012-07-07,2031-07-07,Default,228,High,0
1562,1562,4766,Personal,1170968.95,13.06,2019-07-15,2035-07-15,Default,192,High,0
1563,1563,4604,Car,824734.30,13.05,2007-06-22,2021-06-22,Default,168,High,0
1564,1564,4444,Personal,4068191.42,8.16,2012-12-30,2030-12-30,Default,216,High,0
1565,1565,1341,Education,3965881.20,8.30,2017-02-20,2036-02-20,Closed,228,High,0
1566,1566,348,Education,1665649.87,10.77,2021-05-01,2035-05-01,Active,168,High,0
1567,1567,597,Education,1458142.31,12.93,2016-11-26,2033-11-26,Default,204,High,0
1568,1568,862,Personal,2032335.54,8.44,2024-06-29,2037-06-29,Default,156,High,0
1569,1569,549,Education,970163.75,5.65,2023-10-06,2033-10-06,Closed,120,High,0
1570,1570,2949,Personal,3719883.43,6.59,2024-07-01,2026-07-01,Active,24,High,0
1571,1571,3523,Home,1496954.37,9.22,2024-10-23,2043-10-23,Active,228,High,0
1572,1572,1536,Personal,3216876.20,8.63,2024-01-08,2028-01-08,Closed,48,High,0
1573,1573,3744,Car,3262454.81,12.72,2010-12-12,2020-12-12,Active,120,High,0
1574,1574,1101,Car,3681271.63,10.07,2020-07-19,2031-07-19,Default,132,High,0
1575,1575,1158,Personal,2694840.78,13.43,2014-03-27,2026-03-27,Closed,144,High,0
1576,1576,1989,Personal,3363175.03,6.52,2023-10-21,2030-10-21,Active,84,High,0
